Splice,TCGA_P,TCGA_q
SE_1_+_16693803_16717870_16717919_16719723_SZRD1,0.46842275776738895,0.8192403379432389
SE_1_+_16778510_16782313_16782388_16785337_NECAP2,0.1887158025787285,0.6494725937725426
SE_1_-_17313300_17313127_17312958_17312853_ATP13A2,0.8722339688169184,0.9669754802667203
SE_1_-_17316622_17316498_17316382_17316265_ATP13A2,0.05221662571880665,0.3727288014590567
SE_1_-_17323515_17322991_17322881_17322795_ATP13A2,0.660862542004307,0.9041283956292189
SE_1_+_17934472_17939553_17939669_17942589_ARHGEF10L,0.6891766962915844,0.9122834563125934
SE_1_+_18014242_18017615_18017687_18021653_ARHGEF10L,NaN,NaN
SE_1_-_19404470_19404341_19404279_19403396_UBR4,NaN,NaN
SE_1_-_19422039_19421519_19421400_19420633_UBR4,0.7899405819329471,0.9437120237240645
SE_1_-_19426870_19426171_19426091_19423774_UBR4,0.5005914987303222,0.8363119504841584
SE_1_-_19634949_19634756_19634652_19633904_AKR7A2,1.9199797908668244e-9,6.852527872340626e-7
SE_1_+_19639383_19644094_19644335_19651127_PQLC2,0.1662032150411289,0.6209252349268085
SE_1_-_19671681_19670928_19670852_19666111_CAPZB,0.5750042340659058,0.8695873089601046
SE_1_-_19811930_19775824_19775328_19746244_CAPZB,NaN,NaN
SE_1_+_19923603_19943752_19943830_19948594_MINOS1,0.4970975051239732,0.8352190356132092
SE_1_-_20072949_20072144_20072025_20067434_TMCO4,0.06278975228179835,0.40424000045683145
SE_1_-_20306855_20306152_20306073_20305372_PLA2G2A,0.00474177950965124,0.10224831121708193
SE_1_-_20306855_20306183_20306073_20305372_PLA2G2A,0.005020679014085556,0.10502046706936104
SE_1_-_20987690_20987484_20987374_20982680_DDOST,0.8565528501502003,0.9643819106432806
SE_1_-_21220010_21219222_21219112_21212864_EIF4G3,0.10802718311498907,0.5188303020842263
SE_1_-_21551743_21548335_21548240_21546624_ECE1,0.8405052400534656,0.9586156723553306
SE_1_-_21932559_21930405_21930151_21929406_RAP1GAP,0.9901341176115976,0.9980262873330906
SE_1_-_21932559_21930405_21930328_21929406_RAP1GAP,0.6567975538928532,0.9017051163613747
SE_1_-_22027991_22021714_22021559_22016592_USP48,0.017772844385774825,0.21525308136790483
SE_1_-_22030755_22030111_22030005_22028095_USP48,0.05304073084027629,0.3744330461613719
SE_1_-_22055063_22050588_22050391_22048257_USP48,0.28531106405226947,0.7530789157296208
SE_1_+_22379235_22400587_22400712_22404922_CDC42,0.5656552162484928,0.8650100588605308
SE_1_+_22379235_22400647_22400712_22404922_CDC42,0.9118679317058238,0.9788930959688142
SE_1_+_22405076_22405199_22405374_22408215_CDC42,0.43131939429235966,0.7958156384835282
SE_1_+_22405076_22408215_22408287_22412932_CDC42,0.845778798873295,0.9598437373810224
SE_1_+_23357127_23370920_23370979_23376880_KDM1A,0.3608929994179889,0.7546244866995333
SE_1_+_23385660_23392553_23392564_23395032_KDM1A,NaN,NaN
SE_1_-_23660011_23650225_23650049_23648156_HNRNPR,0.2034278356491194,0.6700756451646541
SE_1_-_23664247_23660124_23660011_23650225_HNRNPR,0.47547882398928154,0.8230441132152184
SE_1_-_23670704_23667510_23667345_23665101_HNRNPR,0.07714609640847687,0.4477060808339504
SE_1_-_23751058_23745632_23745570_23744502_TCEA3,0.21485622532219364,0.6848654617373077
SE_1_+_24105203_24105928_24105971_24106354_PITHD1,0.3510522644686259,0.7531008346835975
SE_1_+_24119250_24119498_24119529_24119641_LYPLA2,0.05245972420629452,0.37369053145137726
SE_1_+_24120420_24120553_24120626_24120714_LYPLA2,0.6759793465907944,0.9087645798408643
SE_1_-_24123187_24123076_24122999_24122755_GALE,0.001838012583712815,0.05656352559629817
SE_1_-_24125856_24125502_24125377_24125220_GALE,0.016218095385008548,0.20475432097531582
SE_1_+_24782763_24784224_24784323_24785378_NIPAL3,0.16899205570128328,0.6235905851356671
SE_1_+_24841057_24857708_24857881_24859573_RCAN3,0.7272302291142339,0.9226534750057933
SE_1_+_24857881_24859573_24859744_24861583_RCAN3,0.7373795020829987,0.9257308639470087
SE_1_+_24979523_24980797_24980834_24981346_SRRM1,0.8254256698987749,0.9526399395501153
SE_1_+_24989295_24989674_24989715_24993306_SRRM1,0.7366820565569772,0.9254219126586143
SE_1_-_25558595_25555614_25555489_25554726_SYF2,0.24343688289486323,0.7186745270641012
SE_1_+_25678184_25679373_25679465_25683284_TMEM50A,0.21700138823381945,0.6882457248037912
SE_1_+_25944828_25980733_25980857_26012931_MAN1C1,NaN,NaN
SE_1_+_26127651_26128507_26128608_26131633_SEPN1,0.11199631113270271,0.5270333207443748
SE_1_-_26623410_26620822_26620696_26612528_UBXN11,0.0074472685188786214,0.13065323157313782
SE_1_+_26769364_26772807_26772923_26774050_DHDDS,0.8819275810903704,0.9693066049199273
SE_1_+_26772923_26774050_26774151_26784282_DHDDS,0.6350946835448197,0.896036612818454
SE_1_+_26799118_26799974_26800018_26800194_HMGN2,0.18688622684316966,0.6467962414472245
SE_1_+_26863460_26873358_26873474_26873680_RPS6KA1,0.9417791205343851,0.9856763162925338
SE_1_+_26878214_26879309_26879387_26879882_RPS6KA1,0.1355326288559686,0.5745798642034214
SE_1_+_27100389_27100820_27101711_27102068_ARID1A,0.3540413860907041,0.7531008346835975
SE_1_+_27102198_27102308_27102447_27105514_ARID1A,0.7132447633089753,0.9190457915028801
SE_1_+_27248420_27250580_27250657_27267948_NUDC,0.21986388553718464,0.6912022088217239
SE_1_+_27250657_27260740_27260910_27267948_NUDC/BC016143,0.14169091935745426,0.5822770613314032
SE_1_+_27648882_27657211_27657295_27658561_TMEM222,0.6394374107843834,0.8960540069496933
SE_1_+_27657295_27657476_27657628_27658561_TMEM222,0.4838664124244719,0.829749197501658
SE_1_+_27660772_27661158_27661245_27661870_TMEM222,0.48519461765763605,0.8302270798640755
SE_1_+_27676976_27677285_27677443_27677749_SYTL1,0.14460355715025838,0.5864762877177205
SE_1_-_27739066_27736700_27736186_27734840_WASF2,0.2087451216992301,0.6783118189344851
SE_1_+_28165363_28167525_28167745_28169697_PPP1R8,0.9766192857776019,0.9958754813838029
SE_1_+_28275673_28279726_28279869_28280865_SMPDL3B,0.603908099275005,0.882617054092058
SE_1_-_28559432_28556763_28556642_28555534_DNAJC8,0.34168712712332916,0.7530789157296208
SE_1_+_28815737_28816286_28816406_28817463_PHACTR4,0.7770508481516587,0.9379207637349889
SE_1_+_28819603_28820742_28820834_28823046_PHACTR4,0.40310050989380586,0.7759667829929474
SE_1_+_28856451_28857035_28857085_28858315_RCC1,0.4437914906657937,0.8045155303435174
SE_1_+_28856451_28857035_28857127_28858315_RCC1,0.7876714632994413,0.9428322497127674
SE_1_+_28887244_28887625_28887772_28887858_TRNAU1AP,0.6976340685701755,0.9152991036346897
SE_1_+_29063659_29064170_29064194_29064771_YTHDF2,0.062008447740973936,0.40147306215967304
SE_1_+_29424447_29435848_29435949_29438880_EPB41,0.5857344042276373,0.8754970070257618
SE_1_-_29486887_29486603_29486376_29485998_SRSF4,2.727500790445119e-5,0.002955951748889141
SE_1_-_29533274_29529745_29529643_29528557_MECR,0.28314535994776446,0.7530789157296208
SE_1_-_31734376_31734023_31733802_31732968_SNRNP40,0.20755506576759133,0.6774852448802893
SE_1_+_31769922_31782891_31783011_31791956_ZCCHC17,0.028302674947107614,0.27186278433214134
SE_1_+_31783011_31791014_31791083_31791956_ZCCHC17,0.16760407968508453,0.6235199329261728
SE_1_+_31897720_31898177_31898256_31898623_SERINC2,0.3855461746111495,0.7649970222783075
SE_1_+_32044868_32048750_32048842_32049062_TINAGL1,0.6838527653237441,0.9111388745639851
SE_1_-_32137216_32136247_32136203_32134456_COL16A1,0.07939597117042002,0.4511350182772971
SE_1_-_32145643_32145452_32145405_32145286_COL16A1,0.6268462629913659,0.8931879943828781
SE_1_-_32384571_32381588_32381496_32377427_PTP4A2,0.19845334999878309,0.6640936746758122
SE_1_+_32496023_32497125_32497241_32498789_KHDRBS1,0.708924814759297,0.9173159914401803
SE_1_-_32686732_32683178_32683038_32682952_TMEM234,0.19107356527311142,0.6526752973629815
SE_1_+_32757819_32768222_32768334_32782266_HDAC1,0.9733256904321668,0.9956428759897696
SE_1_-_32841863_32834939_32834831_32834151_BSDC1,0.3666587775386616,0.7578742179291961
SE_1_-_32852380_32849540_32849431_32846869_BSDC1,0.4413751695662581,0.8029393646131187
SE_1_-_32852380_32849598_32849431_32846869_BSDC1,0.34053831099884824,0.7530789157296208
SE_1_-_32852380_32849649_32849431_32846869_BSDC1,0.41881350179255716,0.786160853801344
SE_1_-_32859681_32852496_32852380_32846869_BSDC1,0.5498499229189846,0.8599418361806759
SE_1_-_33099246_33097480_33097428_33093145_ZBTB8OS,0.7539183200948042,0.9277970556914374
SE_1_+_33295668_33299635_33299662_33318680_S100PBP,0.06796293552969641,0.42245125218363894
SE_1_-_33363727_33361570_33361511_33361344_TMEM54,0.4445905114118114,0.8048543820057986
SE_1_-_33502337_33490168_33490043_33487304_AK2,0.7254378877915348,0.9222070118656693
SE_1_-_33502337_33497262_33497145_33490168_AK2,0.38589412689020797,0.7650228820019207
SE_1_-_33794471_33791562_33791396_33790620_PHC2,0.7351729295333138,0.92507065440164
SE_1_-_35940406_35936561_35936464_35932296_KIAA0319L,0.47386812131226685,0.8225605656136523
SE_1_+_36554716_36556845_36556941_36557219_ADPRHL2,0.0027724179048609515,0.07099503338882719
SE_1_+_36639079_36640499_36640609_36641800_MAP7D1,0.15208669363399374,0.5983403816720091
SE_1_-_36915859_36909634_36909605_36904511_OSCP1,0.8289363457225725,0.9537978494348632
SE_1_-_37967405_37962205_37962148_37961519_MEAF6,0.7940756234671633,0.9440980261914697
SE_1_-_37967405_37962337_37962308_37961519_MEAF6,0.6377801486936634,0.8960540069496933
SE_1_-_37974879_37970822_37970734_37967597_MEAF6,NaN,NaN
SE_1_+_38023349_38024928_38025097_38027158_DNALI1,0.0581183693313116,0.3894006997998404
SE_1_-_38056307_38053096_38052912_38049534_GNL2,0.9012945235110881,0.9768904534319861
SE_1_+_38478537_38482031_38482092_38483340_UTP11L,0.7158924365762067,0.9195653721594202
SE_1_+_38484824_38484925_38485055_38488371_UTP11L,0.06131887258246676,0.3994996256499446
SE_1_+_39457272_39463843_39463983_39466644_AKIRIN1,0.20316824427955205,0.6700756451646541
SE_1_+_39463983_39466644_39466778_39469019_AKIRIN1,0.036847839864828834,0.31085979204807923
SE_1_+_39929358_39930767_39930784_39934287_MACF1,0.6982717241705938,0.9156394293493895
SE_1_+_39945681_39946592_39946702_39950273_MACF1,0.08258526892628296,0.45963751488853283
SE_1_-_40030095_40029594_40029508_40029413_PABPC4,0.0201262699643738,0.2289463438875629
SE_1_+_40218724_40228189_40228323_40229361_PPIE,0.6101394207461339,0.884988865169113
SE_1_-_40313220_40312969_40312892_40310312_TRIT1,0.4955777907881149,0.8337006847239741
SE_1_-_40313658_40313328_40313220_40312969_TRIT1,0.44271277816562504,0.8037231981290103
SE_1_-_40313658_40313332_40313220_40312969_TRIT1,0.6064378885552945,0.8836715357286051
SE_1_-_40313658_40313419_40313220_40312969_TRIT1,0.3837160972871103,0.7644202942815431
SE_1_-_40319642_40318548_40318403_40315933_TRIT1,0.6321290292211662,0.8955309692951151
SE_1_-_40544232_40542585_40542514_40539855_PPT1,0.44038302250495953,0.8021713716154932
SE_1_+_41157539_41178359_41178493_41204508_NFYC,0.20913443081131258,0.6783118189344851
SE_1_+_41213277_41215245_41215358_41218823_NFYC,0.3522043143148551,0.7531008346835975
SE_1_+_41232375_41232590_41232646_41235028_NFYC,0.5765568252904361,0.8706671296631059
SE_1_+_41473217_41474331_41474562_41475117_CTPS1,0.3473760208915392,0.7530789157296208
SE_1_-_41503034_41499720_41499655_41494398_SCMH1,0.6910994919081797,0.9131424105205546
SE_1_-_43830857_43830679_43830599_43830465_ELOVL1,0.528684605056337,0.8498391096901371
SE_1_+_44035449_44041581_44041598_44044481_PTPRF,NaN,NaN
SE_1_+_44058272_44063419_44063724_44064391_PTPRF,0.5907875138383848,0.8789089742800825
SE_1_+_44064584_44067742_44067768_44069087_PTPRF,0.4731507719353939,0.8225605656136523
SE_1_+_44069204_44069282_44069860_44070574_PTPRF,0.008205131007498812,0.13760763764558578
SE_1_+_44075169_44078439_44078471_44079289_PTPRF,0.6121555164331687,0.8863204530342456
SE_1_+_44280605_44290403_44290564_44303891_ST3GAL3,0.8443047402691488,0.9594830287178058
SE_1_+_44280605_44303891_44303983_44360055_ST3GAL3,0.36130423580593496,0.7550696572991004
SE_1_+_44303983_44323807_44323980_44360055_ST3GAL3,0.7869744760483167,0.9427523384287049
SE_1_+_44303983_44345007_44345179_44360055_ST3GAL3,0.010830228780513753,0.16296711844828402
SE_1_+_44364935_44365213_44365399_44386076_ST3GAL3,0.5962942134457726,0.8811083914685528
SE_1_+_44436380_44436638_44436861_44437059_DPH2,0.17798006025627539,0.6360169800334547
SE_1_+_44436861_44437059_44437742_44437830_DPH2,0.25781131709515454,0.7339140210727219
SE_1_+_44440779_44441472_44441520_44441762_ATP6V0B,0.532649806211419,0.8517908027157842
SE_1_+_44680113_44680211_44680288_44680375_DMAP1,0.6974275092950668,0.9151332242255237
SE_1_-_44750507_44713710_44713611_44687312_ERI3,0.6872502047069037,0.9119495462075622
SE_1_-_44750507_44749741_44749658_44713710_ERI3,NaN,NaN
SE_1_-_44818522_44804994_44804717_44785416_ERI3,0.6561909761811417,0.9015020836326375
SE_1_-_44820564_44818597_44818522_44804994_ERI3,0.7023132057089005,0.9162540985846145
SE_1_-_45140003_45125967_45125846_45120881_TMEM53,0.42440153716416174,0.7903990815752197
SE_1_-_45340350_45323479_45323376_45316675_EIF2B3,0.0517254230432903,0.37100276046335173
SE_1_-_45345490_45341367_45341290_45340498_EIF2B3,0.5103178602892546,0.8403094226605872
SE_1_+_45478887_45478964_45479026_45479266_UROD,0.027370022381545327,0.26906983903291787
SE_1_-_45798957_45798842_45798769_45798631_MUTYH,0.020790931693324317,0.23388661952224274
SE_1_-_45812651_45812451_45812365_45811666_TESK2,0.7030902988551341,0.9162540985846145
SE_1_+_46016827_46018108_46018235_46027461_AKR1A1,0.483734931193017,0.829749197501658
SE_1_+_46033849_46034157_46034356_46034599_AKR1A1,0.01858756710378369,0.22067657226884152
SE_1_+_46056942_46066057_46066129_46067927_NASP,0.08097532158889897,0.45631465849094993
SE_1_+_46056942_46067927_46068037_46070608_NASP,0.2902538711639685,0.7530789157296208
SE_1_+_46056942_46070608_46070688_46072154_NASP,0.5031567992896244,0.8375529655573911
SE_1_+_46072263_46072993_46074009_46078841_NASP,0.374131357104617,0.7586677943974811
SE_1_-_46661483_46660633_46660516_46660323_POMGNT1,0.13041043325356952,0.5660137118394832
SE_1_+_46774799_46775569_46775716_46775827_UQCRH,0.22040381169478504,0.6915472344412472
SE_1_+_46810816_46812593_46812747_46818540_NSUN4,0.007543440620625382,0.13193512301403137
SE_1_+_46876526_46877284_46877323_46877815_FAAH,0.9067058254493415,0.978458796359318
SE_1_-_47027150_47025949_47025906_47024472_MKNK1,0.7378380524106376,0.9259183691555293
SE_1_-_47037735_47037211_47037089_47034170_MKNK1,0.7007755309250489,0.9162540985846145
SE_1_-_47042247_47040692_47040619_47037839_MKNK1,0.0706729969851905,0.4323888842992525
SE_1_-_47048900_47046299_47046202_47042326_MKNK1,0.21288378590325988,0.68338741446213
SE_1_-_47130928_47129595_47129505_47124409_ATPAF1,0.16960265801994062,0.6235905851356671
SE_1_-_47155259_47154216_47154025_47152542_EFCAB14,0.010985860064831076,0.16314101811682108
SE_1_+_47799788_47834141_47834287_47838627_CMPK1,0.3238760146004188,0.7530789157296208
SE_1_+_47838779_47840581_47840657_47840869_CMPK1,0.23177836628120985,0.7059041923460527
SE_1_+_52117713_52135106_52135184_52179675_OSBPL9,0.669419978254303,0.9070020347899191
SE_1_+_52195796_52211208_52211303_52212382_OSBPL9,0.46571470758246547,0.8178987196596054
SE_1_+_52215867_52221992_52222030_52226362_OSBPL9,0.037537692972983996,0.31316142545248377
SE_1_-_52263921_52260880_52260730_52260526_NRD1,0.1960608032216361,0.6606486969657738
SE_1_-_52305898_52302110_52302041_52301884_MIR761/NRD1,0.6033589794792091,0.882617054092058
SE_1_+_52522051_52525507_52525573_52530497_BTF3L4,0.5030084314252155,0.8375529655573911
SE_1_+_52530610_52549012_52549213_52551784_BTF3L4,0.5778374311063498,0.8713363870472258
SE_1_-_53373540_53372283_53372191_53370762_ECHDC2,0.22760442252282123,0.699879940376081
SE_1_-_53387225_53379767_53379567_53377462_ECHDC2,0.5622808059668938,0.8643319973587562
SE_1_+_53393137_53407468_53407525_53413681_SCP2,0.8391997894174976,0.9585705494183953
SE_1_+_53407525_53413681_53413752_53416427_SCP2,0.09487409382701245,0.48677314716905173
SE_1_+_53413752_53416427_53416558_53420412_SCP2,0.2661451245085315,0.7415858222561892
SE_1_+_53453808_53458930_53461672_53480562_SCP2,0.14672025177525624,0.5912328285525544
SE_1_+_53493743_53504589_53504718_53513530_SCP2,0.225379363505149,0.6975679934850537
SE_1_-_53685933_53684595_53684539_53684167_C1orf123,0.07054739277622525,0.43225417000926425
SE_1_-_53701249_53699324_53699214_53694626_MAGOH,0.2474675900462891,0.7218005660736213
SE_1_-_54325729_54320724_54320674_54317943_YIPF1,0.06820769261667775,0.42278438589412
SE_1_-_54355386_54354659_54354580_54348949_YIPF1,0.27674064635289114,0.7511062076987571
SE_1_-_54355386_54355136_54354917_54354659_YIPF1,0.7777685041263922,0.9379712862670962
SE_1_+_54412222_54413461_54413494_54417659_LRRC42,0.3908953268626132,0.7674773127209739
SE_1_-_54518673_54514355_54514323_54513045_TMEM59,0.527141228034234,0.8487917616493708
SE_1_-_54723742_54722859_54722800_54717533_SSBP3,0.3642135368389299,0.7571819633659012
SE_1_-_54747111_54723822_54723742_54722859_SSBP3,0.4450370904841121,0.8048543820057986
SE_1_-_55337023_55331119_55330976_55319907_DHCR24,0.028488648121150244,0.27333915103292905
SE_1_+_60104047_60106952_60107023_60125891_FGGY,0.418170585454091,0.78547659435442
SE_1_+_62550320_62565991_62566080_62574109_INADL,0.4722918325340951,0.8222629602701067
SE_1_+_62550320_62574109_62574192_62579725_INADL,0.5892668074649619,0.8776467194369548
SE_1_+_62614062_62619030_62619153_62626580_INADL,0.8198212707667144,0.9513422420564465
SE_1_-_63919589_63912527_63912477_63906774_ITGB3BP,0.4840401677514089,0.829749197501658
SE_1_-_63919589_63913285_63913236_63912527_ITGB3BP,0.8922148819773821,0.9724152211584844
SE_1_-_63988800_63975852_63975736_63974241_ITGB3BP,0.4394712758249122,0.8016019820858197
SE_1_+_65886423_65887011_65887142_65890986_LEPROT,0.8733135776766482,0.9672466117967486
SE_1_+_68151221_68151708_68151809_68152033_GADD45A,0.7522883236073628,0.9270418232422649
SE_1_+_68151809_68152033_68152270_68153344_GADD45A,0.8652251597764667,0.9653115927896552
SE_1_-_68603463_68592875_68592733_68592018_WLS,0.07679802545980544,0.4470153453013437
SE_1_-_68697877_68659904_68659638_68624930_WLS,0.9486045732000085,0.9873422502203432
SE_1_-_68697877_68659910_68659638_68624930_WLS,0.8639833119217359,0.9649475264480879
SE_1_+_70832220_70832616_70832667_70833300_HHLA3,0.13346159572497823,0.571931052966181
SE_1_-_71532459_71531435_71531361_71530820_ZRANB2,0.09026355892822074,0.47735129473111887
SE_1_-_75175782_75172888_75172787_75172678_CRYZ,0.27567488117845657,0.750610460190449
SE_1_-_75188802_75185056_75184893_75180314_CRYZ,0.8821073754795273,0.9693066049199273
SE_1_-_75198640_75190518_75190395_75188954_CRYZ,0.4496350575996396,0.8072820247552434
SE_1_-_75198640_75196104_75196066_75190518_CRYZ,0.011741017119387942,0.1686104198652299
SE_1_+_75202306_75204374_75204472_75214435_TYW3,0.24012920653980216,0.7151279446912856
SE_1_+_76190502_76194074_76194173_76198329_ACADM,0.2641348711130688,0.7397460429088669
SE_1_+_76190502_76194086_76194173_76198329_ACADM,0.09217780804505607,0.4829186906800851
SE_1_+_76198607_76198736_76198834_76199213_ACADM,NaN,NaN
SE_1_+_76198607_76199213_76199313_76200476_ACADM,0.2765219289412284,0.7510729642471397
SE_1_+_76198607_76200476_76200556_76205665_ACADM,0.3477551088932186,0.7530789157296208
SE_1_+_76216231_76220618_76220774_76226807_ACADM,0.8257714212018337,0.9526399395501153
SE_1_-_78177432_78167156_78167054_78163616_USP33,0.8578006707217538,0.9648629132085926
SE_1_-_78435609_78434768_78434706_78433887_FUBP1,0.6362232059500574,0.8960540069496933
SE_1_-_84348646_84348470_84348352_84335765_TTLL7,0.1131840632988577,0.5295678766637664
SE_1_-_84348646_84348484_84348352_84335765_TTLL7,0.019825233827346356,0.22820466917029467
SE_1_-_85036265_85035822_85035614_85031695_CTBS,0.018831479454155583,0.22149776194223572
SE_1_-_85725041_85724744_85724618_85724405_C1orf52,0.4087981099723046,0.7790747280102837
SE_1_+_87170654_87181407_87181548_87185190_SH3GLB1,0.6207990767140938,0.8901627438985142
SE_1_+_87190088_87194086_87194172_87200285_SH3GLB1,0.022479578930846317,0.2454486338137627
SE_1_-_87346345_87333785_87333736_87329288_SEP15,0.961816156199848,0.9923255402634481
SE_1_-_89352944_89329797_89329664_89325969_GTF2B,0.3179819933856336,0.7530789157296208
SE_1_-_89430512_89430395_89430239_89427828_CCBL2,0.03160497706514695,0.28848225174858305
SE_1_-_89458268_89454034_89453935_89435150_CCBL2/RBMXL1,0.1923626534723305,0.6549022222440232
SE_1_+_92811471_92829266_92829327_92846281_RPAP2,0.5717009475370038,0.8680763265927204
SE_1_-_93621857_93621641_93621593_93620445_TMED5,0.03936636046023581,0.32252740517672396
SE_1_-_93625686_93624442_93624372_93622040_TMED5,0.8449477366777253,0.9595951396152678
SE_1_-_94341824_94341339_94341201_94338770_DNTTIP2,0.9317736774352845,0.982711900451416
SE_1_-_94998646_94998036_94997877_94996152_F3,0.015032682936056625,0.19643967026625025
SE_1_-_95368678_95367814_95367677_95367341_CNN3,0.03106588891061316,0.28663258874731407
SE_1_+_95699871_95705333_95705465_95709767_RWDD3,0.46148468239134754,0.8154376803598264
SE_1_+_99167459_99203793_99203945_99225610_SNX7,0.8788792163748501,0.9684774035679592
SE_1_+_100732180_100733056_100733094_100733708_RTCA,0.7252608556708463,0.9222070118656693
SE_1_-_101460666_101458296_101458193_101456187_DPH5,0.2546047011190454,0.729120118227234
SE_1_-_101460666_101458296_101458193_101456184_DPH5,0.05402485720146546,0.37623042323044936
SE_1_-_101479266_101467100_101467023_101460705_DPH5,0.5329700018016911,0.8519314752382244
SE_1_-_101479266_101467143_101467023_101460705_DPH5,0.42332612713399376,0.789098693977043
